MID,message,category
36951,are you human or artificial intelligence,casual
36952,fyfyfugu,other
36953,po da,casual
36954,yes thanks,casual
36955,i got to know dat i'm very strong,nearby
36956,good morning ms.renuka,casual
36957,no thankyou sir,casual
36958,i've got something to confirm,casual
36959,i want to see your pics,casual
36960,no worries i will get it done...,reminders
36961,are u a just. a entertainment,casual
36962,so pls call me when u free my angel,casual
36963,discount?,food
36964,nah. thanks a lot.,casual
36965,a bought good for rs 50000 and paid frieght rs 4000 . he sold 80℅ of the good at 40℅ profit on cost. what amount he will get?,other
36966,good evning,casual
36967,hiiii siddharth,casual
36968,it will lesser the amount or you will pay cash,travel
36969,evwryday,reminders
36970,cancell it,support
36971,thanks 😀,casual
36972,hi can this be applicable on 10th march early morning?,food
36973,thnkyou,casual
36974,no 6,food
36975,hello deepti mam,casual
36976,hlo dear,casual
36977,any date in month of mar 17,travel
36978,do you know telugu language,casual
36979,i no understand,casual
36980,where is the proof,casual
36981,archana can u help me out,casual
36982,okk nice,casual
36983,call on this number 91 8697635843,reminders
36984,cooool,casual
36985,thnkss😄,casual
36986,not valid for cash payment ???,travel
36987,37323,travel
36988,wrong no,casual
36989,list of corporate gifts provider.,nearby
36990,please search it....,nearby
36991,i dont hav cash,food
36992,tqq,casual
36993,kaati zone,food
36994,r u sleeping nishant,casual
36995,"can u find closest emission test center to vamanjoor, mangalore",other
36996,awesome,casual
36997,hey pooja how are you?,casual
36998,sorry pankaj mind changed,casual
36999,kuch to bolll,casual
37000,చెప్పరా బాబు....,casual
37001,nope thanks good night,casual
37002,u know kannada,casual
37003,oh ya thanks,casual
37004,forgot to use cash back,food
37005,thank you that will be all,casual
37006,not today,casual
37007,hello deepak!,casual
37008,great!,casual
37009,thankyou so mch atit,casual
37010,no sound,reminders
37011,good morning,casual
37012,ok. u r customer support?,casual
37013,i did not get the referral cashback,food
37014,by by,casual
37015,hello kartik,casual
37016,zandral,casual
37017,i drink more water,reminders
37018,send me some hot pic of urs,other
37019,you not sleeping now....,casual
37020,whts ur name....?,casual
37021,do you that service,casual
37022,hmm,casual
37023,cesc not there,casual
37024,sorry i was trying to understand the app,casual
37025,gud eveing 🤗,casual
37026,phone number please?,nearby
37027,who are you,casual
37028,its okay,casual
37029,yes done,casual
37030,no thanks sharon,casual
37031,issue*,casual
37032,thank you. you have a great evening ahead too,casual
37033,thank you saumya,casual
37034,typing error😅,casual
37035,call is imp,reminders
37036,tha ks a ton,casual
37037,gudmrng,casual
37038,*for,casual
37039,sorry no thanks,casual
37040,kaliya kana,casual
37041,is there any charges applicable by using haptik?,casual
37042,can u give me ?,casual
37043,yes show me,casual
37044,actually accidentally i pressed it,casual
37045,same,casual
37046,how long should i wait,casual
37047,my issue is regarding mobikwik...so can u help me...??,casual
37048,tq gourav,casual
37049,i will let you know later,casual
37050,that's all for now,casual
37051,r u a girl?,casual
37052,book nw,food
37053,thkx,casual
37054,thank you naresh,casual
37055,ohkies...thank you so much,casual
37056,i need girls whatsapp number for date,other
37057,twice morning n evening,reminders
37058,i am looking for job can you provide some jobs,other
37059,how to earn money.,other
37060,ignore.,casual
37061,i did not get my cashback till now,recharge
37062,but in day not in nights,reminders
37063,thanku yash,casual
37064,boliye,casual
37065,r u interested in sex,casual
37066,5th,food
37067,what are you doing,casual
37068,i have quick question though,casual
37069,nothing just i wanted to talk to you.,casual
37070,fen,nearby
37071,i got an error saying page not found,casual
37072,thanks saumya,casual
37073,hi sagar,casual
37074,okk{task},casual
37075,how to ask apology,other
37076,reshmaji,casual
37077,ok.,casual
37078,ok waiting ur message for confirmation,casual
37079,kk thank yu bharat,casual
37080,"tell me promocode for mobiquick, paytm n freecharge or any other app you know for idea postpaid...",casual
37081,thank you but i am not in need of that,casual
37082,review pls,casual
37083,fill,casual
37084,how to get job as like yours,other
37085,have you had lunch,casual
37086,location pune,food
37087,order id 248861159763573 has been refunded please let me know why it's not successful,food
37088,massage,support
37089,i have money in my wallet,casual
37090,driving school,nearby
37091,"haptic used to have customer support for multiple companies, is it stopped ?",support
37092,kb karegi,casual
37093,thank u so much...,casual
37094,any offer tell me,food
37095,thank you ms.renuka😊,casual
37096,i have use code aadsigf6k,food
37097,good morning karan,casual
37098,but i love u,casual
37099,who are helping me on this? is it only you ankit?,casual
37100,pls dont spam,reminders
37101,my pc has been switched off it needs to be booted..,other
37102,are you stupid?,casual
37103,whatsapp me will tell you,other
37104,your self,casual
37105,"to send an estimate of front , rear brake and additional time for diagnosing the under body noose",nearby
37106,i want to know the details of school,other
37107,no... thanks.. if any i will let you know,casual
37108,hello if i hired any massgue at home for my mother what are chrgs,support
37109,can you arrange for today,support
37110,it's meaning no use,casual
37111,u r always help me more than my friends,casual
37112,"no,thanks :)",casual
37113,yes mem but,casual
37114,strangely this is my first experience.,casual
37115,give me best city,other
37116,gud joke,casual
37117,avengers 3rd part,movies
37118,do we have any offers?,food
37119,thhaks gaurav,casual
37120,good night ☺☺☺☺☺☺,casual
37121,ty fr yr information,casual
37122,how would the refund take place? will it be on the credit card through which i made the payment or will it be on the cashback on haptik?,recharge
37123,no help me out in getting a job,nearby
37124,of my house,casual
37125,i want to buy a mobile can you please help me,other
37126,i will arrange it later,casual
37127,sure:),casual
37128,hi thr,casual
37129,tq meenakshi....and please no sorry's for me...u don't deserve to say that...u are doing a great job...,casual
37130,already 10 minutes passed from your last reply,casual
37131,is my yesterday's refund done?,casual
37132,i don't now,casual
37133,just exploring the app😊,casual
37134,have you any offer for me today,recharge
37135,morning ko iska status bta skte ho aap,travel
37136,meenakshi can u tell me.,casual
37137,not know i will remind you later,casual
37138,and just before you leave i would want to know,casual
37139,not nw i will get back to u soon,casual
37140,"thanks for giving this offer, but i'm not interested",recharge
37141,hehehehe it's not kaitha,other
37142,how 1460,food
37143,app kya krte ho,casual
37144,hi i have some cash back in my account.. for how many days it is valid,food
37145,sorry out of money,nearby
37146,hi drink water,reminders
37147,tel how to remove account frm haptik,nearby
37148,hi good morning....,casual
37149,i want sound notifications,reminders
37150,work done,casual
37151,twice it got rejected,food
37152,okay 😜,casual
37153,payee name matlap kya hota ha,nearby
37154,more options,food
37155,it's done thru other source,casual
37156,i need to order shoe,other
37157,vipul you are my favorite assistant becuase rest are not answering my query.,casual
37158,got it,casual
37159,hye,casual
37160,i'm from usa,other
37161,plz tell me charges,support
37162,thaxx,casual
37163,discuss nahi kiya par hum janna hei,casual
37164,you too...,casual
37165,can u help me...?,casual
37166,yew,casual
37167,hreat support..thanks.?,support
37168,kesar,casual
37169,hi shilpa,casual
37170,bye take care too,casual
37171,can u pls check,casual
37172,any closer?,food
37173,ok np,casual
37174,how should i use wallet money,food
37175,g8247,travel
37176,no thankyou,casual
37177,ur just msg received.....,casual
37178,can u please see my last transactions,casual
37179,east,travel
37180,dates still nt confirmed,food
37181,thnk u soo much..,casual
37182,hello..,casual
37183,you know anandapura circle and kalkere cross right.....,food
37184,ty,casual
37185,gm sandeep,casual
37186,yeah received yesterday,food
37187,is there a bug..,casual
37188,it's not user friendly,casual
37189,thnkuh dear,casual
37190,"vipul, can u get me the price for one plus three mobile phone pls?",other
37191,error was resolved,casual
37192,aren't bored of all the formal conversations,casual
37193,i want to take a hello tune,recharge
37194,7610067504 pe mne cal recharge kiya tha jo aaya nai h,recharge
37195,west,travel
37196,call to manish ss milling tomorrow 11am morning,reminders
37197,bharat,casual
37198,do you have mind??,casual
37199,what r the prices,food
37200,but i need one more help,casual
37201,or live answers,casual
37202,do you want to sleep,casual
37203,will it take time?,casual
37204,any cash back offer,food
37205,may i know the dates of jee mains exam,other
37206,r you a robot ?,casual
37207,thanks a lot for good service,casual
37208,i can get,casual
37209,any discount,food
37210,good afternoon nishant,casual
37211,what are the place i can visit in chennai,travel
37212,okay i will inform you soon,casual
37213,no other task later,casual
37214,ntng thnk you🙏🏼,casual
37215,the vocab book,other
