movie_title,director_name,color,duration,actor_1_name,language,country,title_year
Smoke Signals,Chris Eyre,Color,89,Michael Greyeyes,English,Canada,1998
American Splendor,Shari Springer Berman,Color,101,Josh Hutcherson,English,USA,2003
Before Sunset,Richard Linklater,Color,80,Vernon Dobtcheff,English,USA,2004
Amores Perros,Alejandro G. Iñárritu,Color,115,Adriana Barraza,Spanish,Mexico,2000
Thirteen,Catherine Hardwicke,Color,100,Holly Hunter,English,USA,2003
Gentleman's Agreement,Elia Kazan, Black and White,118,Dean Stockwell,English,USA,1947
Winter's Bone,Debra Granik,Color,100,Jennifer Lawrence,English,USA,2010
Touching the Void,Kevin Macdonald,Color,106,Nicholas Aaron,English,UK,2003
Alexander's Ragtime Band,Henry King, Black and White,106,Tyrone Power,English,USA,1938
Me and You and Everyone We Know,Miranda July,Color,91,Najarra Townsend,English,USA,2005
Inside Job,Charles Ferguson,Color,105,Matt Damon,English,USA,2010
We Are Your Friends,Max Joseph,Color,96,Vanessa Lengies,English,UK,2015
Ghost Dog: The Way of the Samurai,Jim Jarmusch,Color,116,Henry Silva,English,France,1999
Harsh Times,David Ayer,Color,116,J.K. Simmons,English,USA,2005
Captive,Jerry Jameson,Color,97,David Oyelowo,English,USA,2015
Full Frontal,Steven Soderbergh,Color,101,Julia Roberts,English,USA,2002
Witchboard,Kevin Tenney,Color,98,Kathleen Wilhoite,English,UK,1986
Strangers with Candy,,Color,22,Stephen Colbert,English,USA,
Hamlet,Kenneth Branagh,Color,150,Julie Christie,English,UK,1996
Shortbus,John Cameron Mitchell,Color,101,Sook-Yin Lee,English,USA,2006
Waltz with Bashir,Ari Folman,Color,90,Ari Folman,Hebrew,Israel,2008
No End in Sight,Charles Ferguson,Color,102,Campbell Scott,English,USA,2007
The Diary of a Teenage Girl,Marielle Heller,Color,102,Alexander Skarsgård,English,USA,2015
Get Real,,Color,60,Anne Hathaway,English,USA,
In the Shadow of the Moon,David Sington, Black and White,100,John F. Kennedy,English,UK,2007
Meek's Cutoff,Kelly Reichardt,Color,104,Bruce Greenwood,English,USA,2010
Inside Deep Throat,Fenton Bailey, Black and White,89,Hugh M. Hefner,English,USA,2005
Dinner Rush,Bob Giraldi,Color,99,Danny Aiello,English,USA,2000
Clockwatchers,Jill Sprecher,Color,96,Alanna Ubach,English,UK,1997
The Virginity Hit,Huck Botko,Color,86,Matt Bennett,English,USA,2010
Subway,Luc Besson,Color,98,Christopher Lambert,French,France,1985
House of D,David Duchovny,Color,96,Robin Williams,English,USA,2004
Teeth,Mitchell Lichtenstein,Color,94,Jess Weixler,English,USA,2007
Six-String Samurai,Lance Mungia,Color,91,Jeffrey Falcon,English,USA,1998
Hum To Mohabbat Karega,Kundan Shah,Color,,Karisma Kapoor,Hindi,India,2000
It's All Gone Pete Tong,Michael Dowse,Color,90,Paul Kaye,English,UK,2004
Saint John of Las Vegas,Hue Rhodes,Color,85,Peter Dinklage,English,USA,2009
24 7: Twenty Four Seven,Shane Meadows, Black and White,96,Bob Hoskins,English,UK,1997
Stonewall,Roland Emmerich,Color,129,Jeremy Irvine,English,USA,2015
Eureka,,Color,60,Joe Morton,English,USA,
Roadside Romeo,Jugal Hansraj,Color,93,Saif Ali Khan,Hindi,India,2008
This Thing of Ours,Danny Provenzano,Color,100,Vincent Pastore,English,USA,2003
The Lost Medallion: The Adventures of Billy Stone,Bill Muir,Color,97,Alex Kendrick,English,Thailand,2013
The Last Five Years,Richard LaGravenese,Color,94,Anna Kendrick,English,USA,2014
The Missing Person,Noah Buschel,Color,95,Merritt Wever,English,USA,2009
Return of the Living Dead III,Brian Yuzna,Color,97,Melinda Clarke,English,USA,1993
London,Hunter Richards,Color,92,Jason Statham,English,UK,2005
Sherrybaby,Laurie Collyer,Color,96,Brad William Henke,English,USA,2006
Stealing Harvard,Bruce McCulloch,Color,85,Martin Starr,English,USA,2002
Circle,Aaron Hann,Color,87,Jordi Vilasuso,English,USA,2015
Eden Lake,James Watkins,Color,91,Michael Fassbender,English,UK,2008
Plush,Catherine Hardwicke,Color,99,Frances Fisher,English,USA,2013
Vampire Killers,Phil Claydon,Color,88,MyAnna Buring,English,UK,2009
Gangster's Paradise: Jerusalema,Ralph Ziman,Color,119,Rapulana Seiphemo,English,South Africa,2008
Freeze Frame,John Simpson,Color,99,Colin Salmon,English,UK,2004
Grave Encounters,Colin Minihan,Color,92,Mackenzie Gray,English,Canada,2011
Stitches,Conor McMahon,Color,86,Peter McQuinn,English,Ireland,2012
Nine Dead,Chris Shadley,Color,83,Daniel Baldwin,English,USA,2010
Bananas,Woody Allen,Color,82,Woody Allen,English,USA,1971
Supercapitalist,Simon Yin,Color,102,Paul Sheehan,English,USA,2012
Rockaway,Jeff Crook,Color,90,Nicholas Gonzalez,English,USA,2007
Wings,,Color,30,Steven Weber,English,USA,
The Lady from Shanghai,Orson Welles, Black and White,92,Rita Hayworth,English,USA,1947
No Man's Land: The Rise of Reeker,Dave Payne,Color,88,Mircea Monroe,English,USA,2008
Highway,James Cox,Color,97,Jake Gyllenhaal,English,USA,2002
Small Apartments,Jonas Åkerlund,,96,Noel Gugliemi,English,USA,2012
Coffee Town,Brad Copeland,Color,87,Sunil Narkar,English,USA,2013
The Ghastly Love of Johnny X,Paul Bunnell, Black and White,106,Kate Maberly,English,USA,2012
All Is Bright,Phil Morrison,Color,107,Sally Hawkins,English,USA,2013
The Torture Chamber of Dr. Sadism,Harald Reinl,Color,80,Christopher Lee,German,West Germany,1967
Straight A's,James Cox,Color,91,Jon Mack,English,USA,2013
A Funny Thing Happened on the Way to the Forum,Richard Lester,Color,99,Buster Keaton,English,USA,1966
Slacker Uprising,Michael Moore,Color,102,Michael Moore,English,USA,2007
The Legend of Hell's Gate: An American Conspiracy,Tanner Beard,Color,108,William McNamara,English,USA,2011
The Walking Deceased,Scott Dow,Color,88,Trenton Rostedt,English,USA,2015
The Curse of Downers Grove,Derick Martini,Color,89,Kevin Zegers,English,USA,2015
Shark Lake,Jerry Dugan,Color,92,Melissa Bolona,English,USA,2015
River's Edge,Tim Hunter, Black and White,99,Keanu Reeves,English,USA,1986
Northfork,Michael Polish,Color,103,Peter Coyote,English,USA,2003
The Marine 4: Moving Target,William Kaufman,Color,90,Paul McGillion,English,USA,2015
Buried,Rodrigo Cortés,Color,95,Ryan Reynolds,English,Spain,2010
Submarine,Richard Ayoade,Color,97,Craig Roberts,English,UK,2010
The Square,Jehane Noujaim,Color,108,Khalid Abdalla,Arabic,Egypt,2013
One to Another,Pascal Arnold,Color,95,Karl E. Landler,French,France,2006
Carrie,Kimberly Peirce,Color,100,Chloë Grace Moretz,English,USA,2013
ABCD (Any Body Can Dance),Remo,Color,160,Lauren Gottlieb,Hindi,India,2013
A Nightmare on Elm Street,Wes Craven,Color,101,Johnny Depp,English,USA,1984
Man on Wire,James Marsh,Color,90,Paul McGill,English,UK,2008
Abandoned,John Laing,Color,86,Siobhan Marshall,English,New Zealand,2015
Brotherly Love,Jamal Hill,Color,89,Logan Browning,English,USA,2015
The Last Exorcism,Daniel Stamm,Color,87,Caleb Landry Jones,English,France,2010
Nowhere Boy,Sam Taylor-Johnson,Color,98,Kristin Scott Thomas,English,UK,2009
A Streetcar Named Desire,Elia Kazan, Black and White,125,Marlon Brando,English,USA,1951
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick, Black and White,95,George C. Scott,English,USA,1964
El crimen del padre Amaro,Carlos Carrera,Color,118,Damián Alcázar,Spanish,Mexico,2002
Beasts of the Southern Wild,Benh Zeitlin,Color,93,Quvenzhané Wallis,English,USA,2012
Battle for the Planet of the Apes,J. Lee Thompson,Color,96,Roddy McDowall,English,USA,1973
Songcatcher,Maggie Greenwald,Color,109,Aidan Quinn,English,USA,2000
Higher Ground,Vera Farmiga,Color,109,Donna Murphy,English,USA,2011
Vaalu,Vijay Chandar,Color,155,Hansika Motwani,Tamil,India,2015
The Greatest Movie Ever Sold,Morgan Spurlock,Color,90,Quentin Tarantino,English,USA,2011
Ed and His Dead Mother,Jonathan Wacks, Black and White,93,Steve Buscemi,English,USA,1993
Travelers and Magicians,Khyentse Norbu,Color,108,Tshewang Dendup,Dzongkha,Australia,2003
Hang 'Em High,Ted Post,Color,114,Clint Eastwood,English,USA,1968
Deadline - U.S.A.,Richard Brooks, Black and White,87,Humphrey Bogart,English,USA,1952
Sublime,Tony Krantz,Color,113,George Newbern,English,USA,2007
A Beginner's Guide to Snuff,Mitchell Altieri,Color,87,Kimberley Crossman,English,USA,2016
Independence Daysaster,W.D. Hogan,Color,90,Tom Everett Scott,English,Canada,2013
Dysfunctional Friends,Corey Grant,Color,111,Christian Keyes,English,USA,2012
Run Lola Run,Tom Tykwer, Black and White,81,Moritz Bleibtreu,German,Germany,1998
May,Lucky McKee,Color,93,James Duval,English,USA,2002
Against the Wild,Richard Boddington,Color,90,Natasha Henstridge,English,Canada,2013
Living Dark: The Story of Ted the Caver,David Hunt,Color,112,Matthew Alan,English,USA,2013
Under the Same Moon,Patricia Riggen,Color,106,America Ferrera,Spanish,Mexico,2007
Conquest of the Planet of the Apes,J. Lee Thompson,Color,88,Roddy McDowall,English,USA,1972
In the Bedroom,Todd Field,Color,138,Tom Wilkinson,English,USA,2001
I Spit on Your Grave,Steven R. Monroe,Color,105,Sarah Butler,English,USA,2010
My Summer of Love,Pawel Pawlikowski,Color,86,Paddy Considine,English,UK,2004
The Lunchbox,Ritesh Batra,Color,104,Nawazuddin Siddiqui,Hindi,India,2013
Yes,Sally Potter,Color,100,Shirley Henderson,English,UK,2004
You Can't Take It with You,Frank Capra, Black and White,126,Jean Arthur,English,USA,1938
From Here to Eternity,Fred Zinnemann, Black and White,118,Montgomery Clift,English,USA,1953
She Wore a Yellow Ribbon,John Ford,Color,103,Harry Carey Jr.,English,USA,1949
Grace Unplugged,Brad J. Silverman,Color,102,Shawnee Smith,English,USA,2013
Foolish,Dave Meyers,Color,84,Eddie Griffin,English,USA,1999
N-Secure,David M. Matthews,Color,,Essence Atkins,English,USA,2010
Caramel,Nadine Labaki,Color,95,Yasmine Al Massri,Arabic,France,2007
Out of the Dark,Lluís Quílez,Color,92,Stephen Rea,English,USA,2014
The Bubble,Eytan Fox,Color,90,Ohad Knoller,Hebrew,Israel,2006
The Conversation,Francis Ford Coppola,Color,113,Harrison Ford,English,USA,1974
Dil Jo Bhi Kahey...,Romesh Sharma,Color,,Annabelle Wallis,English,India,2005
Mississippi Mermaid,François Truffaut,Color,123,Catherine Deneuve,French,France,1969
I Love Your Work,Adam Goldberg,Color,111,Judy Greer,English,USA,2003
Cabin Fever,Travis Zariwny,Color,99,Dustin Ingram,English,USA,2016
Dawn of the Dead,Zack Snyder,Color,110,Ty Burrell,English,USA,2004
Waitress,Adrienne Shelly,Color,108,Lew Temple,English,USA,2007
Bloodsport,Newt Arnold,Color,92,Bolo Yeung,English,USA,1988
Mr. Smith Goes to Washington,Frank Capra, Black and White,120,Claude Rains,English,USA,1939
Kids,Larry Clark,Color,91,Rosario Dawson,English,USA,1995
The Squid and the Whale,Noah Baumbach,Color,88,William Baldwin,English,USA,2005
Kissing Jessica Stein,Charles Herman-Wurmfeld,Color,97,Scott Cohen,English,USA,2001
Kickboxer: Vengeance,John Stockwell,,90,Matthew Ziff,,USA,2016
Spellbound,Alfred Hitchcock,Color,95,Norman Lloyd,English,USA,1945
Exotica,Atom Egoyan,Color,103,Bruce Greenwood,English,Canada,1994
Buffalo '66,Vincent Gallo,Color,110,Anjelica Huston,English,USA,1998
Insidious,James Wan,Color,103,Lin Shaye,English,USA,2010
Repo Man,Alex Cox,Color,92,Del Zamora,English,USA,1984
Nine Queens,Fabián Bielinsky,Color,114,Ricardo Darín,Spanish,Argentina,2000
The Gatekeepers,Dror Moreh,Color,101,Ami Ayalon,Hebrew,Israel,2012
The Ballad of Jack and Rose,Rebecca Miller,Color,112,Beau Bridges,English,USA,2005
The To Do List,Maggie Carey,Color,104,Donald Glover,English,USA,2013
Killing Zoe,Roger Avary,Color,99,Eric Stoltz,English,France,1993
The Believer,Henry Bean, Black and White,98,Ryan Gosling,English,USA,2001
Snow Angels,David Gordon Green,Color,107,Michael Angarano,English,USA,2007
Unsullied,Simeon Rice,Color,93,Ward G. Smith,English,USA,2014
Session 9,Brad Anderson,Color,100,Paul Guilfoyle,English,USA,2001
I Want Someone to Eat Cheese With,Jeff Garlin,Color,80,Jessy Schram,English,USA,2006
Mooz-Lum,Qasim Basir,Color,94,Dorian Missick,English,USA,2010
Hatchet,Adam Green,Color,93,Joel David Moore,English,USA,2006
Modern Times,Charles Chaplin, Black and White,87,Paulette Goddard,English,USA,1936
Stolen Summer,Pete Jones,Color,91,Brian Dennehy,English,USA,2002
My Name Is Bruce,Bruce Campbell,Color,84,Ted Raimi,English,USA,2007
The Salon,Mark Brown,Color,90,Vivica A. Fox,English,USA,2005
Road Hard,Adam Carolla,Color,98,Jay Mohr,English,USA,2015
Forty Shades of Blue,Ira Sachs,Color,108,Rip Torn,English,USA,2005
Amigo,John Sayles,Color,124,Brian Lee Franklin,English,USA,2010
Pontypool,Bruce McDonald,Color,95,Stephen McHattie,English,Canada,2008
Trucker,James Mottern,Color,90,Jimmy Bennett,English,USA,2008
Me You and Five Bucks,Jaime Zevallos,Color,93,Angela Sarafyan,English,USA,2015
The Lords of Salem,Rob Zombie,Color,101,Sid Haig,English,USA,2012
Housebound,Gerard Johnstone,Color,107,Morgana O'Reilly,English,New Zealand,2014
Wal-Mart: The High Cost of Low Price,Robert Greenwald,Color,20,Lee Scott,English,USA,2005
Fetching Cody,David Ray,Color,87,Nicole Muñoz,English,Canada,2005
Once Upon a Time in Queens,Dave Rodriguez,,98,Chazz Palminteri,English,USA,2013
Closer to the Moon,Nae Caranfil,Color,112,Monica Barladeanu,English,Romania,2014
Mutant World,David Winning,Color,82,Ashanti,English,Canada,2014
Growing Up Smith,Frank Lotito,Color,102,Brighton Sharbino,English,USA,2015
Checkmate,Timothy Woodward Jr.,Color,97,Katrina Law,English,USA,2015
Jack Reacher,Christopher McQuarrie,Color,130,Tom Cruise,English,USA,2012
#Horror,Tara Subkoff,Color,101,Timothy Hutton,English,USA,2015
Wind Walkers,Russell Friedenberg,Color,93,Rudy Youngblood,English,USA,2015
Snow White and the Seven Dwarfs,William Cottrell,Color,83,Adriana Caselotti,English,USA,1937
The Holy Girl,Lucrecia Martel,Color,106,Mía Maestro,Spanish,Argentina,2004
Shalako,Edward Dmytryk,Color,113,Brigitte Bardot,English,UK,1968
Incident at Loch Ness,Zak Penn,Color,94,Zak Penn,English,UK,2004
The Dog Lover,Alex Ranarivelo,Color,101,Lea Thompson,English,USA,2016
Girl House,Jon Knautz,Color,99,Camren Bicondova,English,Canada,2014
The Blue Room,Mathieu Amalric,Color,76,Mathieu Amalric,French,France,2014
House at the End of the Drive,David Worth,Color,91,Jessica Szohr,English,USA,2014
Batman: The Movie,Leslie H. Martinson,Color,105,Burgess Meredith,English,USA,1966
The Ballad of Gregorio Cortez,Robert M. Young,Color,105,Barry Corbin,English,USA,1982
The Streets of San Francisco,,Color,120,Karl Malden,English,USA,
The Celebration,Thomas Vinterberg,Color,105,Ulrich Thomsen,Danish,Denmark,1998
Trees Lounge,Steve Buscemi,Color,95,Steve Buscemi,English,USA,1996
Journey from the Fall,Ham Tran,Color,135,Long Nguyen,Vietnamese,USA,2006
The Basket,Rich Cowan,Color,105,Eric Dane,English,USA,1999
Eddie: The Sleepwalking Cannibal,Boris Rodriguez,Color,83,Stephen McHattie,English,Canada,2012
Mercury Rising,Harold Becker,Color,111,Bruce Willis,English,USA,1998
Space: Above and Beyond,,Color,60,James Morrison,English,USA,
Queen of the Mountains,Sadyk Sher-Niyaz,Color,135,Elina Abai Kyzy,English,Kyrgyzstan,2014
Def-Con 4,Paul Donovan,Color,88,Maury Chaykin,English,Canada,1985
The Hebrew Hammer,Jonathan Kesselman, Black and White,87,Judy Greer,English,USA,2003
Neal 'N' Nikki,Arjun Sablok,Color,97,Abhishek Bachchan,English,India,2005
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Craig Moss,Color,82,Noureen DeWulf,English,USA,2010
Forget Me Not,Tyler Oliver,Color,103,Bella Thorne,English,USA,2009
Rebecca,Alfred Hitchcock, Black and White,130,Laurence Olivier,English,USA,1940
Friday the 13th Part 2,Steve Miner,Color,87,Betsy Palmer,English,USA,1981
The Lost Weekend,Billy Wilder, Black and White,101,Ray Milland,English,USA,1945
C.H.U.D.,Douglas Cheek,Color,96,Daniel Stern,English,USA,1984
Filly Brown,Youssef Delara,Color,80,Noel Gugliemi,English,USA,2012
The Lion of Judah,Deryck Broom,Color,87,Vic Mignogna,English,USA,2011
Niagara,Henry Hathaway,Color,92,Joseph Cotten,English,USA,1953
How Green Was My Valley,John Ford, Black and White,118,Roddy McDowall,English,USA,1941
The Girlfriend Experience,,Color,27,Mary Lynn Rajskub,English,USA,
Da Sweet Blood of Jesus,Spike Lee,Color,123,Rami Malek,English,USA,2014
Saw,James Wan,Color,103,Michael Emerson,English,USA,2004
Super Troopers,Jay Chandrasekhar,Color,100,Geoffrey Arend,English,USA,2001
The Algerian,Giovanni Zelko,Color,99,Zuhair Haddad,English,USA,2014
The Amazing Catfish,Claudia Sainte-Luce,Color,89,Ximena Ayala,Spanish,Mexico,2013
The Day the Earth Stood Still,Scott Derrickson,Color,104,Keanu Reeves,English,USA,2008
Monsoon Wedding,Mira Nair,Color,114,Naseeruddin Shah,Hindi,India,2001
You Can Count on Me,Kenneth Lonergan,Color,111,Matthew Broderick,English,USA,2000
The Trouble with Harry,Alfred Hitchcock,Color,99,Jerry Mathers,English,USA,1955
Lucky Number Slevin,Paul McGuigan,Color,110,Bruce Willis,English,Germany,2006
But I'm a Cheerleader,Jamie Babbit,Color,85,Natasha Lyonne,English,USA,1999
Home Run,David Boyd,Color,113,Vivica A. Fox,English,USA,2013
Reservoir Dogs,Quentin Tarantino,Color,99,Quentin Tarantino,English,USA,1992
The Blue Bird,Walter Lang, Black and White,83,Spring Byington,English,USA,1940
The Second Mother,Anna Muylaert,Color,112,Alex Huszar,Portuguese,Brazil,2015
Blue Like Jazz,Steve Taylor,Color,108,Jason Marsden,English,USA,2012
Down and Out with the Dolls,Kurt Voss,Color,88,Lemmy,English,USA,2001
Certifiably Jonathan,James David Pasternak,Color,85,Robin Williams,English,USA,2007
Q,Laurent Bouhnik,Color,103,Déborah Révy,French,France,2011
The Knife of Don Juan,Tom Sanchez,Color,110,Nataniel Sánchez,Spanish,USA,2013
Grand Theft Parsons,David Caffrey,Color,88,Marley Shelton,English,USA,2003
Extreme Movie,Adam Jay Epstein,Color,76,Rich Ceraulo,English,USA,2008
The Charge of the Light Brigade,Michael Curtiz, Black and White,100,Errol Flynn,English,USA,1936
Below Zero,Justin Thomas Ostensen,Color,99,Michael Berryman,English,Canada,2011
Crowsnest,Brenton Spencer,Color,84,Christie Burke,English,Canada,2012
Airborne,Rob Bowman,Color,91,Alanna Ubach,English,USA,1993
Cotton Comes to Harlem,Ossie Davis,Color,97,Redd Foxx,English,USA,1970
The Wicked Within,Jay Alaimo,Color,84,William McNamara,English,USA,2015
Bleeding Hearts,Dylan Bank,Color,100,Seregon O'Dassey,English,USA,2015
Waiting...,Rob McKittrick,Color,94,Ryan Reynolds,English,USA,2005
Dead Man's Shoes,Shane Meadows, Black and White,90,Paddy Considine,English,UK,2004
Wolf Creek,,Color,,Richard Cawthorne,English,Australia,
From a Whisper to a Scream,Jeff Burr,Color,92,Terry Kiser,English,USA,1987
Sex with Strangers,Harry Gantz,Color,105,,English,USA,2002
Dracula: Pages from a Virgin's Diary,Guy Maddin, Black and White,73,Sarah Murphy-Dyson,English,Canada,2002
Faith Like Potatoes,Regardt van den Bergh,Color,116,Sean Cameron Michael,Zulu,South Africa,2006
