year,category,winner,nominee,detail
2011,Outstanding Guest Actress In A Comedy Series,0,Elizabeth Banks,30 Rock
2011,Outstanding Guest Actress In A Comedy Series,0,Dot-Marie Jones,Glee
2011,Outstanding Guest Actress In A Comedy Series,1,Gwyneth Paltrow,Glee
2011,Outstanding Guest Actress In A Comedy Series,0,Kristin Chenoweth,Glee
2011,Outstanding Guest Actress In A Comedy Series,0,Cloris Leachman,Raising Hope
2011,Outstanding Guest Actress In A Comedy Series,0,Tina Fey,Saturday Night Live
2011,Outstanding Guest Actress In A Drama Series,0,Julia Stiles,Dexter
2011,Outstanding Guest Actress In A Drama Series,1,Loretta Devine,Grey's Anatomy
2011,Outstanding Guest Actress In A Drama Series,0,Cara Buono,Mad Men
2011,Outstanding Guest Actress In A Drama Series,0,Randee Heller,Mad Men
2011,Outstanding Guest Actress In A Drama Series,0,Joan Cusack,Shameless
2011,Outstanding Guest Actress In A Drama Series,0,Mary McDonnell,The Closer
2011,Outstanding Guest Actress In A Drama Series,0,Alfre Woodard,True Blood
2011,Outstanding Hairstyling For A Multi-Camera Series Or Special,0,"America's Got Talent - ""Episode 529""",NBC
2011,Outstanding Hairstyling For A Multi-Camera Series Or Special,1,"Dancing With The Stars - ""Episode 1106""",ABC
2011,Outstanding Hairstyling For A Multi-Camera Series Or Special,0,"iCarly - ""iStart A Fan War""",Nickelodeon
2011,Outstanding Hairstyling For A Multi-Camera Series Or Special,0,"Saturday Night Live - ""Host: Anne Hathaway""",NBC
2011,Outstanding Hairstyling For A Multi-Camera Series Or Special,0,The Pee-Wee Herman Show On Broadway,HBO
2011,Outstanding Hairstyling For A Single-Camera Series,0,"Boardwalk Empire - ""Boardwalk Empire (Pilot)""",HBO
2011,Outstanding Hairstyling For A Single-Camera Series,0,"Game Of Thrones - ""A Golden Crown""",HBO
2011,Outstanding Hairstyling For A Single-Camera Series,0,"Glee - ""The Sue Sylvester Shuffle""",FOX
2011,Outstanding Hairstyling For A Single-Camera Series,0,"Mad Men - ""Hands And Knees""",AMC
2011,Outstanding Hairstyling For A Single-Camera Series,1,"Mad Men - ""Christmas Comes But Once A Year""",AMC
2011,Outstanding Host For A Reality Or Reality-Competition Program,0,Ryan Seacrest,American Idol
2011,Outstanding Host For A Reality Or Reality-Competition Program,0,Tom Bergeron,Dancing With The Stars
2011,Outstanding Host For A Reality Or Reality-Competition Program,0,Cat Deeley,So You Think You Can Dance
2011,Outstanding Host For A Reality Or Reality-Competition Program,1,Jeff Probst,Survivor
2011,Outstanding Host For A Reality Or Reality-Competition Program,0,Phil Keoghan,The Amazing Race
2011,Outstanding Sound Mixing For A Variety Or Music Series Or Special,0,83rd Annual Academy Awards,ABC
2011,Outstanding Sound Mixing For A Variety Or Music Series Or Special,1,"American Idol - ""Finale""",FOX
2011,Outstanding Sound Mixing For A Variety Or Music Series Or Special,0,The 53rd Annual Grammy Awards,CBS
2011,"Outstanding Technical Direction, Camerawork, Video Control For A Miniseries, Movie Or A Special",0,The Kennedy Center Honors,CBS
2011,"Outstanding Writing For A Miniseries, Movie Or A Dramatic Special",1,Downton Abbey,PBS
2011,"Outstanding Writing For A Miniseries, Movie Or A Dramatic Special",0,Mildred Pierce,HBO
2011,"Outstanding Writing For A Miniseries, Movie Or A Dramatic Special",0,Sherlock: A Study In Pink (Masterpiece),PBS
2011,"Outstanding Writing For A Miniseries, Movie Or A Dramatic Special",0,Too Big To Fail,HBO
2011,"Outstanding Writing For A Miniseries, Movie Or A Dramatic Special",0,Upstairs Downstairs (Masterpiece),PBS
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Series",0,"American Idol - ""Finale""",FOX
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Series",0,"Conan - ""Love Gets Liposuctioned""",TBS
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Series",0,"Dancing With The Stars - ""Episode 1204A""",ABC
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Series",0,"Jimmy Kimmel Live - ""Michel Gondry Directs""",ABC
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Series",0,"Saturday Night Live - ""Host: Justin Timberlake""",NBC
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Series",1,"So You Think You Can Dance - ""Season 7 Finale (Part 2)""",FOX
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Special",0,83rd Annual Academy Awards,ABC
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Special",0,Lady GaGa Presents The Monster Ball Tour:  At Madison Square Garden,HBO
2011,"Outstanding Lighting Design | Lighting Direction For A Variety, Music, Or Comedy Special",1,The 53rd Annual Grammy Awards,CBS
2011,Outstanding Makeup For A Miniseries Or A Movie (Non-Prosthetic),0,Cinema Verite,HBO
2011,Outstanding Makeup For A Miniseries Or A Movie (Non-Prosthetic),0,Mildred Pierce,HBO
2011,Outstanding Makeup For A Miniseries Or A Movie (Non-Prosthetic),1,The Kennedys,ReelzChannel
2011,Outstanding Makeup For A Miniseries Or A Movie (Non-Prosthetic),0,The Pillars Of The Earth,Starz
2011,Outstanding Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),0,"Dancing With The Stars - ""Episode 1205""",ABC
2011,Outstanding Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),0,"How I Met Your Mother - ""Bad News""",CBS
2011,Outstanding Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),0,"iCarly - ""iStart A Fan War""",Nickelodeon
2011,Outstanding Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),1,"Saturday Night Live - ""Host: Jon Hamm""",NBC
2011,Outstanding Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),0,The Pee-Wee Herman Show On Broadway,HBO
2011,Outstanding Makeup For A Single-Camera Series (Non-Prosthetic),1,"Boardwalk Empire - ""Boardwalk Empire (Pilot)""",HBO
2011,Outstanding Makeup For A Single-Camera Series (Non-Prosthetic),0,"Game Of Thrones - ""Winter Is Coming (Pilot)""",HBO
2011,Outstanding Makeup For A Single-Camera Series (Non-Prosthetic),0,"Glee - ""The Rocky Horror Glee Show""",FOX
2011,Outstanding Makeup For A Single-Camera Series (Non-Prosthetic),0,"Mad Men - ""The Rejected""",AMC
2011,Outstanding Makeup For A Single-Camera Series (Non-Prosthetic),0,"True Blood - ""9 Crimes""",HBO
2011,Outstanding Reality Program,0,Antiques Roadshow,PBS
2011,Outstanding Reality Program,1,Deadliest Catch,Discovery Channel
2011,Outstanding Reality Program,0,Hoarders,A&E
2011,Outstanding Reality Program,0,Kathy Griffin: My Life on the D-List,Bravo
2011,Outstanding Reality Program,0,MythBusters,Discovery Channel
2011,Outstanding Reality Program,0,Undercover Boss,CBS
2011,Outstanding Special Class,1,Jay Leno's Garage,jaylenosgarage.com
2011,Outstanding Special Class,0,Writer's Draft,Fox Movie Channel
2011,Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera),0,"30 Rock - ""100""",NBC
2011,Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera),1,"How I Met Your Mother - ""Subway Wars""",CBS
2011,Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera),0,"Modern Family - ""Halloween""",ABC
2011,Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera),0,"Modern Family - ""Slow Down Your Neighbors""",ABC
2011,Outstanding Picture Editing For A Comedy Series (Single Or Multi-Camera),0,"The Big Bang Theory - ""The Agreement Dissection""",CBS
2011,Outstanding Picture Editing For Reality Programming,1,"Deadliest Catch - ""Redemption Day""",Discovery Channel
2011,Outstanding Picture Editing For Reality Programming,0,"Project Runway - ""There Is An I"" In Team""""",Lifetime
2011,Outstanding Picture Editing For Reality Programming,0,"Survivor - ""Don't You Work For Me?""",CBS
2011,Outstanding Picture Editing For Reality Programming,0,"The Amazing Race - ""You Don't Get Paid Unless You Win""",CBS
2011,Outstanding Picture Editing For Reality Programming,0,"Top Chef - ""Give Me Your Huddled Masses""",Bravo
2011,Outstanding Short-Form Picture Editing,0,"Jimmy Kimmel Live - ""After The Academy Awards - The President's Speech""",ABC
2011,Outstanding Short-Form Picture Editing,1,"The 2010 ESPY Awards - ""Images Piece""",ESPN
2011,Outstanding Special Class Programs,1,64th Annual Tony Awards,CBS
2011,Outstanding Special Class Programs,0,83rd Annual Academy Awards,ABC
2011,Outstanding Special Class Programs,0,The 53rd Annual Grammy Awards,CBS
2011,Outstanding Special Class Programs,0,The 68th Annual Golden Globe Awards,NBC
2011,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",0,"Game Of Thrones - ""A Golden Crown""",HBO
2011,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",0,"Glee - ""The Sue Sylvester Shuffle""",FOX
2011,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",0,"Grey's Anatomy - ""Superfreak""",ABC
2011,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",0,"The Cape - ""Razer""",NBC
2011,"Outstanding Prosthetic Makeup For A Series, Miniseries, Movie Or A Special",1,"The Walking Dead - ""Days Gone Bye""",AMC
2011,Outstanding Reality,0,American Idol,FOX
2011,Outstanding Reality,0,Dancing With The Stars,ABC
2011,Outstanding Reality,0,Project Runway,Lifetime
2011,Outstanding Reality,0,So You Think You Can Dance,FOX
2011,Outstanding Reality,1,The Amazing Race,CBS
2011,Outstanding Reality,0,Top Chef,Bravo
2011,Outstanding Special Class,0,30 Rock: The Webisodes,NBC.com
2011,Outstanding Special Class,1,The Daily Show Correspondents Explain,thedailyshow.com
2011,Outstanding Single-Camera Picture Editing For A Drama Series,1,"Boardwalk Empire - ""Boardwalk Empire (Pilot)""",HBO
2011,Outstanding Single-Camera Picture Editing For A Drama Series,0,"Dexter - ""Take It!""",Showtime
2011,Outstanding Single-Camera Picture Editing For A Drama Series,0,"Mad Men - ""The Suitcase""",AMC
2011,Outstanding Single-Camera Picture Editing For A Drama Series,0,"Mad Men - ""Blowing Smoke""",AMC
2011,Outstanding Single-Camera Picture Editing For A Drama Series,0,"The Killing - ""Pilot""",AMC
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,0,"Californication - ""The Last Supper""",Showtime
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,1,"Family Guy - ""Road To The North Pole""",FOX
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,0,"Modern Family - ""Halloween""",ABC
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,0,"Parks And Recreation - ""Fancy Party""",NBC
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (Half-Hour) And Animation,0,"The Office - ""Andy's Play""",NBC
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),0,"Boardwalk Empire - ""Boardwalk Empire (Pilot)""",HBO
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),0,"Burn Notice - ""Last Stand""",USA
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),0,"Dexter - ""Take It!""",Showtime
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),0,"Glee - ""The Substitute""",FOX
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),1,"House - ""Bombshells""",FOX
2011,Outstanding Sound Mixing For A Comedy Or Drama Series (One Hour),0,"Mad Men - ""The Suitcase""",AMC
2011,"Outstanding Special Visual Effects For A Miniseries, Movie Or A Special",1,Gettysburg,HISTORY
2011,"Outstanding Special Visual Effects For A Miniseries, Movie Or A Special",0,"Mildred Pierce - ""Part Five""",HBO
2011,"Outstanding Special Visual Effects For A Miniseries, Movie Or A Special",0,Sherlock: A Study In Pink (Masterpiece),PBS
2011,"Outstanding Special Visual Effects For A Miniseries, Movie Or A Special",0,"The Pillars Of The Earth - ""Witchcraft""",Starz
2011,Outstanding Special Visual Effects For A Series,1,"Boardwalk Empire - ""Boardwalk Empire (Pilot)""",HBO
2011,Outstanding Special Visual Effects For A Series,0,"Game Of Thrones - ""Fire And Blood""",HBO
2011,Outstanding Special Visual Effects For A Series,0,"Stargate Universe - ""Awakening""",Syfy
2011,Outstanding Special Visual Effects For A Series,0,"The Borgias - ""The Poisoned Chalice/The Assassin""",Showtime
2011,Outstanding Special Visual Effects For A Series,0,"The Walking Dead - ""Days Gone Bye""",AMC
2011,Outstanding Stunt Coordination,0,"Game Of Thrones - ""The Wolf And The Lion""",HBO
2011,Outstanding Stunt Coordination,0,"Hawaii Five-0 - ""Ua Hiki Mai Kapalena Pau""",CBS
2011,Outstanding Stunt Coordination,1,"Southland - ""Graduation Day""",TNT
2011,Outstanding Stunt Coordination,0,"Spartacus: Gods Of The Arena - ""The Bitter End""",Starz
2011,Outstanding Supporting Actor In A Miniseries Or A Movie,0,Tom Wilkinson,The Kennedys
2011,Outstanding Supporting Actor In A Miniseries Or A Movie,0,Paul Giamatti,Too Big To Fail
2011,Outstanding Supporting Actor In A Miniseries Or A Movie,0,James Woods,Too Big To Fail
2011,Outstanding Supporting Actress In A Miniseries Or A Movie,1,Dame Maggie Smith,Downton Abbey
2011,Outstanding Supporting Actress In A Miniseries Or A Movie,0,Evan Rachel Wood,Mildred Pierce
2011,Outstanding Supporting Actress In A Miniseries Or A Movie,0,Melissa Leo,Mildred Pierce
2011,Outstanding Supporting Actress In A Miniseries Or A Movie,0,Mare Winningham,Mildred Pierce
2011,Outstanding Supporting Actress In A Miniseries Or A Movie,0,Eileen Atkins,Upstairs Downstairs (Masterpiece)
2012,Outstanding Lead Actor In A Miniseries Or A Movie,0,Woody Harrelson,Game Change
2012,Outstanding Lead Actor In A Miniseries Or A Movie,1,Kevin Costner,Hatfields & McCoys
2012,Outstanding Lead Actor In A Miniseries Or A Movie,0,Bill Paxton,Hatfields & McCoys
2012,Outstanding Lead Actor In A Miniseries Or A Movie,0,Clive Owen,Hemingway & Gellhorn
2012,Outstanding Lead Actor In A Miniseries Or A Movie,0,Idris Elba,Luther
2012,Outstanding Lead Actor In A Miniseries Or A Movie,0,Benedict Cumberbatch,Sherlock: A Scandal In Belgravia (Masterpiece)
2012,Outstanding Lead Actress In A Miniseries Or A Movie,0,Connie Britton,American Horror Story
2012,Outstanding Lead Actress In A Miniseries Or A Movie,1,Julianne Moore,Game Change
2012,Outstanding Lead Actress In A Miniseries Or A Movie,0,Nicole Kidman,Hemingway & Gellhorn
2012,Outstanding Lead Actress In A Miniseries Or A Movie,0,Ashley Judd,Missing
2012,Outstanding Lead Actress In A Miniseries Or A Movie,0,Emma Thompson,The Song Of Lunch (Masterpiece)
2012,Outstanding Lead Actor In A Comedy Series,0,Alec Baldwin,30 Rock
2012,Outstanding Lead Actor In A Comedy Series,0,Larry David,Curb Your Enthusiasm
2012,Outstanding Lead Actor In A Comedy Series,0,Don Cheadle,House Of Lies
2012,Outstanding Lead Actor In A Comedy Series,0,Louis C.K.,Louie
2012,Outstanding Lead Actor In A Comedy Series,0,Jim Parsons,The Big Bang Theory
2012,Outstanding Lead Actor In A Comedy Series,1,Jon Cryer,Two And A Half Men
2012,Outstanding Lead Actor In A Drama Series,0,Steve Buscemi,Boardwalk Empire
2012,Outstanding Lead Actor In A Drama Series,0,Bryan Cranston,Breaking Bad
2012,Outstanding Lead Actor In A Drama Series,0,Michael C. Hall,Dexter
2012,Outstanding Lead Actor In A Drama Series,0,Hugh Bonneville,Downton Abbey
2012,Outstanding Lead Actor In A Drama Series,1,Damian Lewis,Homeland
2012,Outstanding Lead Actor In A Drama Series,0,Jon Hamm,Mad Men
2012,Outstanding Lead Actress In A Comedy Series,0,Tina Fey,30 Rock
2012,Outstanding Lead Actress In A Comedy Series,0,Lena Dunham,Girls
2012,Outstanding Lead Actress In A Comedy Series,0,Melissa McCarthy,Mike & Molly
2012,Outstanding Lead Actress In A Comedy Series,0,Zooey Deschanel,New Girl
2012,Outstanding Lead Actress In A Comedy Series,0,Edie Falco,Nurse Jackie
2012,Outstanding Lead Actress In A Comedy Series,0,Amy Poehler,Parks And Recreation
2012,Outstanding Lead Actress In A Comedy Series,1,Julia Louis-Dreyfus,Veep
2012,Outstanding Lead Actress In A Drama Series,0,Glenn Close,Damages
2012,Outstanding Lead Actress In A Drama Series,0,Michelle Dockery,Downton Abbey
2012,Outstanding Lead Actress In A Drama Series,0,Kathy Bates,Harry's Law
2012,Outstanding Lead Actress In A Drama Series,1,Claire Danes,Homeland
